INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;ValidaciÃ³n IUPAC;verificaciÃ³n manual;PREFERRED NAME;CASRN;MOLECULAR FORMULA;MONOISOTOPIC MASS;ToxCast Active;ToxCast Total;% ToxCast Active;HIT CALL;ATS;Clasificacion_ATS
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Inactive;0.368421053;Activo
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Active;0.368421053;Activo
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Inactive;0.368421053;Activo
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Active;0.368421053;Activo
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Active;0.368421053;Activo
Phenolphthalein;PUBCHEM;DTXSID0021125;Phenolphthalein;;C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;;;;;;;Phenolphthalein;77-09-8;C20H14O4;318.089209;277;978;28;Active;0.368421053;Activo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
1,2-Propylene glycol;PUBCHEM;DTXSID0021206;1,2-Propylene glycol;;CC(CO)O;;;;;;;1,2-Propylene glycol;57-55-6;C3H8O2;76.052429;20;909;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Safrole;PUBCHEM;DTXSID0021254;Safrole;;C=CCC1=CC2=C(C=C1)OCO2;;;;;;;Safrole;94-59-7;C10H10O2;162.06808;14;883;2;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Sulfasalazine;PUBCHEM;DTXSID0021256;Sulfasalazine;;C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O;;;;;;;Sulfasalazine;599-79-1;C18H14N4O5S;398.068491;55;1007;5;Inactive;0.0;Inactivo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Active;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Tetramethylthiuram monosulfide;PUBCHEM;DTXSID0021333;Tetramethylthiuram monosulfide;;CN(C)C(=S)SC(=S)N(C)C;;;;;;;Tetramethylthiuram monosulfide;97-74-5;C6H12N2S3;208.016262;178;666;27;Inactive;0.526315789;Activo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiabendazole;PUBCHEM;DTXSID0021337;Thiabendazole;;C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;;;;;;;Thiabendazole;148-79-8;C10H7N3S;201.036068;84;1002;8;Inactive;0.0;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Active;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
Thiotepa;PUBCHEM;DTXSID0021339;Thiotepa;;C1CN1P(=S)(N2CC2)N3CC3;;;;;;;Thiotepa;52-24-4;C6H12N3PS;189.048956;32;636;5;Inactive;0.052631579;Inactivo
