INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;Validación IUPAC;verificación manual
3-Phenoxybenzaldehyde;Approved Name;DTXSID3028005;3-Phenoxybenzaldehyde;0;O=CC1=CC(OC2=CC=CC=C2)=CC=C1;C13H10O2;198.221;3-phenoxybenzaldehyde;3-phenoxybenzaldehyde;0;NO
3-Phenoxybenzoic acid;Approved Name;DTXSID1038321;3-Phenoxybenzoic acid;0;OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1;C13H10O3;214.22;3-phenoxybenzoic acid;3-phenoxybenzoic acid;0;NO
3-Phenylphenol;Approved Name - WARNING: Synonym mapped to two or more chemicals;DTXSID2022462;3-Phenylphenol;0;OC1=CC=CC(=C1)C1=CC=CC=C1;C12H10O;170.211;3-phenylphenol;3-phenylphenol;0;NO
3-Phenylprop-2-en-1-yl propanoate;Approved Name;DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;0;CCC(=O)OCC=CC1=CC=CC=C1;C12H14O2;190.242;[(E)-3-phenylprop-2-enyl] propanoate;3-phenylprop-2-enyl propanoate;1;N/A
3-Pyridinecarbonitrile;Approved Name;DTXSID1026665;3-Pyridinecarbonitrile;0;N#CC1=CN=CC=C1;C6H4N2;104.112;pyridine-3-carbonitrile;pyridine-3-carbonitrile;0;NO
3-tert-Butylphenol;Approved Name;DTXSID9044825;3-tert-Butylphenol;0;CC(C)(C)C1=CC=CC(O)=C1;C10H14O;150.221;3-tert-butylphenol;3-tert-butylphenol;0;NO
4-(1,1,3,3-Tetramethylbutyl)phenol;Approved Name;DTXSID9022360;4-(1,1,3,3-Tetramethylbutyl)phenol;0;CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1;C14H22O;206.329;4-(2,4,4-trimethylpentan-2-yl)phenol;4-(2,4,4-trimethylpentan-2-yl)phenol;0;NO
4-(1,1-Dimethylethyl)phenol;Approved Name;DTXSID1020221;4-(1,1-Dimethylethyl)phenol;0;CC(C)(C)C1=CC=C(O)C=C1;C10H14O;150.221;4-tert-butylphenol;4-tert-butylphenol;0;NO
4-(2-Hydroxyethyl)morpholine;Approved Name;DTXSID2022090;4-(2-Hydroxyethyl)morpholine;0;OCCN1CCOCC1;C6H13NO2;131.175;2-morpholin-4-ylethanol;2-morpholin-4-ylethanol;0;NO
4-(2-Methylbutan-2-yl)cyclohexanol;Approved Name;DTXSID9040716;4-(2-Methylbutan-2-yl)cyclohexanol;0;CCC(C)(C)C1CCC(O)CC1;C11H22O;170.296;4-(2-methylbutan-2-yl)cyclohexan-1-ol;4-(2-methylbutan-2-yl)cyclohexan-1-ol;0;NO
4-(2-Methylbutan-2-yl)phenol;Approved Name;DTXSID8021771;4-(2-Methylbutan-2-yl)phenol;0;CCC(C)(C)C1=CC=C(O)C=C1;C11H16O;164.248;4-(2-methylbutan-2-yl)phenol;4-(2-methylbutan-2-yl)phenol;0;NO
4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile;Approved Name;DTXSID8032548;4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile;0;ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1;C19H17ClN4;336.82;4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile;4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile;0;NO
4-(Butan-2-yl)phenol;Approved Name;DTXSID7022332;4-(Butan-2-yl)phenol;0;CCC(C)C1=CC=C(O)C=C1;C10H14O;150.221;4-butan-2-ylphenol;4-butan-2-ylphenol;0;NO
4'-(Chloroacetyl)acetanilide;Approved Name;DTXSID4020294;4'-(Chloroacetyl)acetanilide;0;CC(=O)NC1=CC=C(C=C1)C(=O)CCl;C10H10ClNO2;211.65;N-[4-(2-chloroacetyl)phenyl]acetamide;N-[4-(2-chloroacetyl)phenyl]acetamide;0;NO
4-(Diethylamino)salicylaldehyde;Approved Name;DTXSID5022271;4-(Diethylamino)salicylaldehyde;0;CCN(CC)C1=CC=C(C=O)C(O)=C1;C11H15NO2;193.246;4-(diethylamino)-2-hydroxybenzaldehyde;4-(diethylamino)-2-hydroxybenzaldehyde;0;NO
4,4'-(9H-Fluorene-9,9-diyl)diphenol;Approved Name;DTXSID5037731;4,4'-(9H-Fluorene-9,9-diyl)diphenol;0;OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1;C25H18O2;350.417;4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol;4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol;0;NO
4,4'-(Oxydiethylene)bis(morpholine);Approved Name;DTXSID9042170;4,4'-(Oxydiethylene)bis(morpholine);0;C(CN1CCOCC1)OCCN1CCOCC1;C12H24N2O3;244.335;4-[2-(2-morpholin-4-ylethoxy)ethyl]morpholine;4-[2-(2-morpholin-4-ylethoxy)ethyl]morpholine;0;NO
4,4',4''-Ethane-1,1,1-triyltriphenol;Approved Name;DTXSID2037712;4,4',4''-Ethane-1,1,1-triyltriphenol;0;CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1;C20H18O3;306.361;4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol;4-[1,1-bis(4-hydroxyphenyl)ethyl]phenol;0;NO
4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononanoic acid;Approved Name;DTXSID70379917;4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononanoic acid;0;OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C9H5F13O2;392.116;4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononanoic acid;4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononanoic acid;0;NO
4,4'-Bipyridine;Approved Name;DTXSID2027200;4,4'-Bipyridine;0;C1=CC(=CC=N1)C1=CC=NC=C1;C10H8N2;156.188;4-pyridin-4-ylpyridine;4-pyridin-4-ylpyridine;0;NO
4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid;Approved Name;DTXSID80380256;4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid;0;OC(=O)CCC(F)(C(F)(F)F)C(F)(F)F;C6H5F7O2;242.093;4,5,5,5-tetrafluoro-4-(trifluoromethyl)pentanoic acid;4,5,5,5-tetrafluoro-4-(trifluoromethyl)pentanoic acid;0;NO
4,4'-Diaminobiphenyl methane;Approved Name;DTXSID6022422;4,4'-Diaminobiphenyl methane;0;NC1=CC=C(CC2=CC=C(N)C=C2)C=C1;C13H14N2;198.269;4-[(4-aminophenyl)methyl]aniline;4-[(4-aminophenyl)methyl]aniline;0;NO
4,4'-Dichlorodiphenyl sulfone;Approved Name;DTXSID9024986;4,4'-Dichlorodiphenyl sulfone;0;ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1;C12H8Cl2O2S;287.15;1-chloro-4-(4-chlorophenyl)sulfonylbenzene;1-chloro-4-(4-chlorophenyl)sulfonylbenzene;0;NO
4,4'-Dioctyldiphenylamine;Approved Name;DTXSID3025170;4,4'-Dioctyldiphenylamine;0;CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1;C28H43N;393.659;4-octyl-N-(4-octylphenyl)aniline;4-octyl-N-(4-octylphenyl)aniline;0;NO
4,4'-Methylenebis(N,N-dimethylaniline);Approved Name;DTXSID5020869;4,4'-Methylenebis(N,N-dimethylaniline);0;CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1;C17H22N2;254.377;4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline;4-[[4-(dimethylamino)phenyl]methyl]-N,N-dimethylaniline;0;NO
4,4'-Methylenebis(o-toluidine);Approved Name;DTXSID5020867;4,4'-Methylenebis(o-toluidine);0;CC1=C(N)C=CC(CC2=CC(C)=C(N)C=C2)=C1;C15H18N2;226.323;4-[(4-amino-3-methylphenyl)methyl]-2-methylaniline;4-[(4-amino-3-methylphenyl)methyl]-2-methylaniline;0;NO
4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol];Approved Name;DTXSID9047598;4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol];0;OC1=C(CC=C)C=C(C=C1)S(=O)(=O)C1=CC(CC=C)=C(O)C=C1;C18H18O4S;330.4;4-(4-hydroxy-3-prop-2-enylphenyl)sulfonyl-2-prop-2-enylphenol;4-(4-hydroxy-3-prop-2-enylphenyl)sulfonyl-2-prop-2-enylphenol;0;NO
4,5-Dichloro-3H-1,2-dithiol-3-one;Approved Name;DTXSID6032518;4,5-Dichloro-3H-1,2-dithiol-3-one;0;ClC1=C(Cl)C(=O)SS1;C3Cl2OS2;187.05;4,5-dichlorodithiol-3-one;4,5-dichlorodithiol-3-one;0;NO
4,5-Dihydro-2-mercaptoimidazole;Approved Name;DTXSID5020601;4,5-Dihydro-2-mercaptoimidazole;0;S=C1NCCN1;C3H6N2S;102.16;imidazolidine-2-thione;imidazolidine-2-thione;0;NO
4,5-Dihydroxy-1,3-dimethylimidazolidin-2-one;Approved Name;DTXSID1044934;4,5-Dihydroxy-1,3-dimethylimidazolidin-2-one;0;CN1C(O)C(O)N(C)C1=O;C5H10N2O3;146.146;4,5-dihydroxy-1,3-dimethylimidazolidin-2-one;4,5-dihydroxy-1,3-dimethylimidazolidin-2-one;0;NO
4,6-Dinitro-o-cresol;Approved Name;DTXSID1022053;4,6-Dinitro-o-cresol;0;CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O;C7H6N2O5;198.134;2-methyl-4,6-dinitrophenol;2-methyl-4,6-dinitrophenol;0;NO
4:2 Fluorotelomer alcohol;Approved Name;DTXSID1062122;4:2 Fluorotelomer alcohol;0;OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C6H5F9O;264.091;3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol;3,3,4,4,5,5,6,6,6-nonafluorohexan-1-ol;0;NO
4:4 Fluorotelomer alcohol;Approved Name;DTXSID60377821;4:4 Fluorotelomer alcohol;0;OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H9F9O;292.145;5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol;5,5,6,6,7,7,8,8,8-nonafluorooctan-1-ol;0;NO
4-Amino-1,2,4-triazole;Approved Name;DTXSID9033058;4-Amino-1,2,4-triazole;0;NN1C=NN=C1;C2H4N4;84.082;1,2,4-triazol-4-amine;1,2,4-triazol-4-amine;0;NO
4-Aminobenzoic acid;Approved Name;DTXSID6024466;4-Aminobenzoic acid;0;NC1=CC=C(C=C1)C(O)=O;C7H7NO2;137.138;4-aminobenzoic acid;4-aminobenzoic acid;0;NO
4-Androstene-3,17-dione;Approved Name;DTXSID8024523;4-Androstene-3,17-dione;0;[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C;C19H26O2;286.415;(8R,9S,10R,13S,14S)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione;(8R,9S,10R,13S,14S)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione;0;NO
4-Anilinophenol;Approved Name;DTXSID5037739;4-Anilinophenol;0;OC1=CC=C(NC2=CC=CC=C2)C=C1;C12H11NO;185.226;4-anilinophenol;4-anilinophenol;0;NO
4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate;Approved Name;DTXSID2047359;4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate;0;BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1;C14H17BrN2O2;325.206;(4-bromophenyl) 1,4-diazabicyclo[3.2.2]nonane-4-carboxylate;(4-bromophenyl) 1,4-diazabicyclo[3.2.2]nonane-4-carboxylate;0;NO
4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione;Approved Name;DTXSID9021136;4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione;0;CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1;C19H20N2O2;308.381;4-butyl-1,2-diphenylpyrazolidine-3,5-dione;4-butyl-1,2-diphenylpyrazolidine-3,5-dione;0;NO
4-Chloro-1,2-diaminobenzene;Approved Name;DTXSID5020283;4-Chloro-1,2-diaminobenzene;0;NC1=C(N)C=C(Cl)C=C1;C6H7ClN2;142.59;4-chlorobenzene-1,2-diamine;4-chlorobenzene-1,2-diamine;0;NO
4-Chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)-1H-imidazole-1-sulfonamide;Approved Name;DTXSID9034492;4-Chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)-1H-imidazole-1-sulfonamide;0;CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N;C13H13ClN4O2S;324.78;4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide;4-chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)imidazole-1-sulfonamide;0;NO
4-Chloro-2-methylaniline;Approved Name;DTXSID1041508;4-Chloro-2-methylaniline;0;CC1=C(N)C=CC(Cl)=C1;C7H8ClN;141.6;4-chloro-2-methylaniline;4-chloro-2-methylaniline;0;NO
4-Chloro-3-methylphenol;Approved Name;DTXSID4021717;4-Chloro-3-methylphenol;0;CC1=C(Cl)C=CC(O)=C1;C7H7ClO;142.58;4-chloro-3-methylphenol;4-chloro-3-methylphenol;0;NO
4-Chloro-3-nitrobenzotrifluoride;Approved Name;DTXSID2024799;4-Chloro-3-nitrobenzotrifluoride;0;[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(F)(F)F;C7H3ClF3NO2;225.55;1-chloro-2-nitro-4-(trifluoromethyl)benzene;1-chloro-2-nitro-4-(trifluoromethyl)benzene;0;NO
4-Chloroaniline;Approved Name;DTXSID9020295;4-Chloroaniline;0;NC1=CC=C(Cl)C=C1;C6H6ClN;127.57;4-chloroaniline;4-chloroaniline;0;NO
4-Chlorobenzotrichloride;Approved Name;DTXSID2027593;4-Chlorobenzotrichloride;0;ClC1=CC=C(C=C1)C(Cl)(Cl)Cl;C7H4Cl4;229.91;1-chloro-4-(trichloromethyl)benzene;1-chloro-4-(trichloromethyl)benzene;0;NO
4-Chlorobiphenyl;Approved Name;DTXSID3040300;4-Chlorobiphenyl;0;ClC1=CC=C(C=C1)C1=CC=CC=C1;C12H9Cl;188.65;1-chloro-4-phenylbenzene;1-chloro-4-phenylbenzene;0;NO
4-Chlorotoluene;Approved Name;DTXSID8024814;4-Chlorotoluene;0;CC1=CC=C(Cl)C=C1;C7H7Cl;126.58;1-chloro-4-methylbenzene;1-chloro-4-methylbenzene;0;NO
4-Cumylphenol;Approved Name;DTXSID3022536;4-Cumylphenol;0;CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1;C15H16O;212.292;4-(2-phenylpropan-2-yl)phenol;4-(2-phenylpropan-2-yl)phenol;0;NO
4-Cyclohexylcyclohexanol;Approved Name;DTXSID3040722;4-Cyclohexylcyclohexanol;0;OC1CCC(CC1)C1CCCCC1;C12H22O;182.307;4-cyclohexylcyclohexan-1-ol;4-cyclohexylcyclohexan-1-ol;0;NO
4-Cyclohexylcyclohexanone;Approved Name;DTXSID8040721;4-Cyclohexylcyclohexanone;0;O=C1CCC(CC1)C1CCCCC1;C12H20O;180.291;4-cyclohexylcyclohexan-1-one;4-cyclohexylcyclohexan-1-one;0;NO
4-Ethyloct-1-yn-3-ol;Approved Name;DTXSID1044697;4-Ethyloct-1-yn-3-ol;0;CCCCC(CC)C(O)C#C;C10H18O;154.253;4-ethyloct-1-yn-3-ol;4-ethyloct-1-yn-3-ol;0;NO
4-Formyl-2-methoxyphenyl isobutyrate;Approved Name;DTXSID9047201;4-Formyl-2-methoxyphenyl isobutyrate;0;COC1=C(OC(=O)C(C)C)C=CC(C=O)=C1;C12H14O4;222.24;(4-formyl-2-methoxyphenyl) 2-methylpropanoate;(4-formyl-2-methoxyphenyl) 2-methylpropanoate;0;NO
4-Heptylphenol;Approved Name;DTXSID2037714;4-Heptylphenol;0;CCCCCCCC1=CC=C(O)C=C1;C13H20O;192.302;4-heptylphenol;4-heptylphenol;0;NO
4-Hexylresorcinol;Approved Name;DTXSID1020699;4-Hexylresorcinol;0;CCCCCCC1=C(O)C=C(O)C=C1;C12H18O2;194.274;4-hexylbenzene-1,3-diol;4-hexylbenzene-1,3-diol;0;NO
4H-Perfluorobutanoic acid;Approved Name;DTXSID50892417;4H-Perfluorobutanoic acid;0;OC(=O)C(F)(F)C(F)(F)C(F)F;C4H2F6O2;196.048;2,2,3,3,4,4-hexafluorobutanoic acid;2,2,3,3,4,4-hexafluorobutanoic acid;0;NO
4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl;Approved Name;DTXSID4041280;4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl;0;"CC1(C)CC(O)CC(C)(C)N1[O]
";C9H18NO2;172.248;4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl;1-hydroxy-2,2,6,6-tetramethylpiperidin-4-ol;1;SI
4-Hydroxytamoxifen;Approved Name;DTXSID3037094;4-Hydroxytamoxifen;0;CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1;C26H29NO2;387.523;4-[(Z)-1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol;4-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol;1;N/A
4-Methyl-2-pentanol;Approved Name;DTXSID2026781;4-Methyl-2-pentanol;0;CC(C)CC(C)O;C6H14O;102.177;4-methylpentan-2-ol;4-methylpentan-2-ol;0;NO
4-Methyl-2-tert-butylphenol;Approved Name;DTXSID2020212;4-Methyl-2-tert-butylphenol;0;CC1=CC(=C(O)C=C1)C(C)(C)C;C11H16O;164.248;2-tert-butyl-4-methylphenol;2-tert-butyl-4-methylphenol;0;NO
4-Methylbenzenamine;Approved Name;DTXSID6021872;4-Methylbenzenamine;0;CC1=CC=C(N)C=C1;C7H9N;107.156;4-methylaniline;4-methylaniline;0;NO
4-Methylbenzophenone;Approved Name;DTXSID9037741;4-Methylbenzophenone;0;CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1;C14H12O;196.249;(4-methylphenyl)-phenylmethanone;(4-methylphenyl)-phenylmethanone;0;NO
4-Morpholinecarboxaldehyde;Approved Name;DTXSID7044427;4-Morpholinecarboxaldehyde;0;O=CN1CCOCC1;C5H9NO2;115.132;morpholine-4-carbaldehyde;morpholine-4-carbaldehyde;0;NO
4-Nitrobenzenamine;Approved Name;DTXSID8020961;4-Nitrobenzenamine;0;NC1=CC=C(C=C1)[N+]([O-])=O;C6H6N2O2;138.126;4-nitroaniline;4-nitroaniline;0;NO
4-Nitrobenzoic acid;Approved Name;DTXSID3020966;4-Nitrobenzoic acid;0;OC(=O)C1=CC=C(C=C1)[N+]([O-])=O;C7H5NO4;167.12;4-nitrobenzoic acid;4-nitrobenzoic acid;0;NO
4-Nitro-N-phenylaniline;Approved Name;DTXSID8027323;4-Nitro-N-phenylaniline;0;[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1;C12H10N2O2;214.224;4-nitro-N-phenylaniline;4-nitro-N-phenylaniline;0;NO
4-Nitrotoluene;Approved Name;DTXSID5023792;4-Nitrotoluene;0;CC1=CC=C(C=C1)[N+]([O-])=O;C7H7NO2;137.138;1-methyl-4-nitrobenzene;1-methyl-4-nitrobenzene;0;NO
4-Nonylphenol;Approved Name;DTXSID5033836;4-Nonylphenol;0;CCCCCCCCCC1=CC=C(O)C=C1;C15H24O;220.356;4-nonylphenol;4-nonylphenol;0;NO
4-Octylphenol;Approved Name - WARNING: Synonym mapped to two or more chemicals;DTXSID9022312;4-Octylphenol;0;CCCCCCCCC1=CC=C(O)C=C1;C14H22O;206.329;4-octylphenol;4-octylphenol;0;NO
4-Pentylaniline;Approved Name;DTXSID0040707;4-Pentylaniline;0;CCCCCC1=CC=C(N)C=C1;C11H17N;163.264;4-pentylaniline;4-pentylaniline;0;NO
4-Pentylphenol;Approved Name;DTXSID9044164;4-Pentylphenol;0;CCCCCC1=CC=C(O)C=C1;C11H16O;164.248;4-pentylphenol;4-pentylphenol;0;NO
4-Phenylphenol;Approved Name;DTXSID7021152;4-Phenylphenol;0;OC1=CC=C(C=C1)C1=CC=CC=C1;C12H10O;170.211;4-phenylphenol;4-phenylphenol;0;NO
4-tert-Butylcatechol;Approved Name;DTXSID5024687;4-tert-Butylcatechol;0;CC(C)(C)C1=CC(O)=C(O)C=C1;C10H14O2;166.22;4-tert-butylbenzene-1,2-diol;4-tert-butylbenzene-1,2-diol;0;NO
5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin;Approved Name;DTXSID3034165;5,5-Dimethyl-3-(alpha,alpha,alpha-trifluoro-4-nitro-m-tolyl)hydantoin;0;CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F;C12H10F3N3O4;317.224;5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione;5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione;0;NO
5,5-Dimethylhydantoin;Approved Name;DTXSID5021754;5,5-Dimethylhydantoin;0;CC1(C)NC(=O)NC1=O;C5H8N2O2;128.131;5,5-dimethylimidazolidine-2,4-dione;5,5-dimethylimidazolidine-2,4-dione;0;NO
5,5-Diphenylhydantoin;Approved Name;DTXSID8020541;5,5-Diphenylhydantoin;0;O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1;C15H12N2O2;252.273;5,5-diphenylimidazolidine-2,4-dione;5,5-diphenylimidazolidine-2,4-dione;0;NO
5alpha-Dihydrotestosterone;Approved Name;DTXSID9022364;5alpha-Dihydrotestosterone;0;[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C;C19H30O2;290.447;(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one;(5S,8R,9S,10S,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one;0;NO
5-Amino-2-methylphenol;Approved Name;DTXSID9024489;5-Amino-2-methylphenol;0;CC1=C(O)C=C(N)C=C1;C7H9NO;123.155;5-amino-2-methylphenol;5-amino-2-methylphenol;0;NO
5-Chloro-2-methyl-3(2H)-isothiazolone;Approved Name;DTXSID9034286;5-Chloro-2-methyl-3(2H)-isothiazolone;0;CN1SC(Cl)=CC1=O;C4H4ClNOS;149.59;5-chloro-2-methyl-1,2-thiazol-3-one;5-chloro-2-methyl-1,2-thiazol-3-one;0;NO
5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;Approved Name;DTXSID7040362;5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;0;OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O;C13H8Cl2N2O4;327.12;5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide;0;NO
5-Fluorouracil;Approved Name;DTXSID2020634;5-Fluorouracil;0;FC1=CNC(=O)NC1=O;C4H3FN2O2;130.078;5-fluoro-1H-pyrimidine-2,4-dione;5-fluoro-1H-pyrimidine-2,4-dione;0;NO
5-Heptyldihydro-2(3H)-furanone;Approved Name;DTXSID4034287;5-Heptyldihydro-2(3H)-furanone;0;CCCCCCCC1CCC(=O)O1;C11H20O2;184.279;5-heptyloxolan-2-one;5-heptyloxolan-2-one;0;NO
5-Methyl-1H-benzotriazole;Approved Name;DTXSID1038743;5-Methyl-1H-benzotriazole;0;CC1=CC2=C(NN=N2)C=C1;C7H7N3;133.154;5-methyl-2H-benzotriazole;5-methyl-2H-benzotriazole;0;NO
5-Nitroacenaphthene;Approved Name;DTXSID3020960;5-Nitroacenaphthene;0;[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23;C12H9NO2;199.209;5-nitro-1,2-dihydroacenaphthylene;5-nitro-1,2-dihydroacenaphthylene;0;NO
6,10-Dimethyl-5,9-undecadiene-2-one;Approved Name;DTXSID1021586;6,10-Dimethyl-5,9-undecadiene-2-one;0;CC(C)=CCCC(C)=CCCC(C)=O;C13H22O;194.318;6,10-dimethylundeca-5,9-dien-2-one;6,10-dimethylundeca-5,9-dien-2-one;0;NO
6:2 Fluorotelomer phosphate monoester;Approved Name;DTXSID90558000;6:2 Fluorotelomer phosphate monoester;0;OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H6F13O4P;444.085;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl dihydrogen phosphate;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl dihydrogen phosphate;0;NO
6:2 Fluorotelomer sulfonic acid;Approved Name - WARNING: Synonym mapped to two or more chemicals;DTXSID6067331;6:2 Fluorotelomer sulfonic acid;0;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;C8H5F13O3S;428.16;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid;0;NO
6-Diazo-5,6-dihydro-5-oxo1-naphthalenesulfonic acid sodium salt;Approved Name;DTXSID7041178;6-Diazo-5,6-dihydro-5-oxo1-naphthalenesulfonic acid sodium salt;0;[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC(=[N+]=[N-])C2=O;C10H5N2NaO4S;272.21;"sodium;6-diazonio-5-oxidonaphthalene-1-sulfonate";"sodium;6-diazonio-5-oxidonaphthalene-1-sulfonate";0;NO
6-Methoxy-2-benzothiazolamine;Approved Name;DTXSID9024485;6-Methoxy-2-benzothiazolamine;0;COC1=CC2=C(C=C1)N=C(N)S2;C8H8N2OS;180.23;6-methoxy-1,3-benzothiazol-2-amine;6-methoxy-1,3-benzothiazol-2-amine;0;NO
6-Methyl-2-thiouracil;Approved Name;DTXSID2020890;6-Methyl-2-thiouracil;0;CC1=CC(=O)NC(=S)N1;C5H6N2OS;142.18;6-methyl-2-sulfanylidene-1H-pyrimidin-4-one;6-methyl-2-sulfanylidene-1H-pyrimidin-4-one;0;NO
6-Methylquinoline;Approved Name;DTXSID3020887;6-Methylquinoline;0;CC1=CC2=CC=CN=C2C=C1;C10H9N;143.189;6-methylquinoline;6-methylquinoline;0;NO
