DTXSID;PREFERRED NAME;CASRN;MOLECULAR FORMULA;MONOISOTOPIC MASS;ToxCast Active;ToxCast Total;% ToxCast Active;HIT CALL;ATS
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047310;Farglitazar;196808-45-4;C34H30N2O5;546.215472;385;1065;36;Active;1
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047312;GSK232420A;864283-48-7;C12H9F6N3O;325.064981;53;898;6;Inactive;0
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Active;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Active;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Active;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Active;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Active;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047316;Aplaviroc hydrochloride;461023-63-2;C33H44ClN3O6;613.291864;185;865;21;Inactive;0.263157895
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047318;SB202235;139149-55-6;C16H16N2O4;300.111007;54;869;6;Inactive;0
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Active;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047360;SR58611;929601-09-2;C22H27Cl2NO4;439.131714;198;908;22;Inactive;0.578947368
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Active;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047362;SSR150106;NOCAS_47362;C17H17NO3;283.120843;278;979;28;Inactive;0.473684211
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Inactive;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047364;SSR 103800;1075752-90-7;;;266;941;28;Active;0.526315789
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047366;SAR115740;NOCAS_47366;C24H17F2N3O;401.133969;347;945;37;Active;1
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Active;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047368;SSR69071;344930-95-6;C27H32N4O7S;556.199171;271;930;29;Inactive;0.578947368
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047526;C10-21 alkanesulfonic acids phenyl esters;91082-17-6;;;44;919;5;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047528;Benzyloctyl adipate;58394-64-2;C21H32O4;348.23006;13;860;2;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047576;Cotinine;486-56-6;C10H12N2O;176.094963;8;947;1;Inactive;0
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Active;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047578;1H,1H,2H,2H-Perfluorohexyl iodide;2043-55-2;C6H4F9I;373.9214;25;706;4;Inactive;0.04
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
DTXSID1047607;3-Phenylprop-2-en-1-yl propanoate;103-56-0;C12H14O2;190.09938;11;492;2;Inactive;0
